Date,Close,pe,dividend yield,return,payout,future_crash
10-Jul-09,3244.9,17.23,1.4,0.37492681,24.12,0
13-Jul-09,3198.5,16.99,1.42,0.39899953,24.13,0
14-Jul-09,3313.1,17.59,1.37,0.3556186,24.1,0
15-Jul-09,3435.7,18.2,1.33,0.30372268,24.21,0
16-Jul-09,3442.5,18.14,1.33,0.29801017,24.13,0
17-Jul-09,3542.2,18.63,1.29,0.26757382,24.03,0
20-Jul-09,3630.9,19.06,1.26,0.23630505,24.02,0
21-Jul-09,3602.9,18.87,1.27,0.24197174,23.96,0
22-Jul-09,3565.0,18.57,1.29,0.26201964,23.96,0
23-Jul-09,3646.2,18.92,1.26,0.24200538,23.84,0
24-Jul-09,3689.6,19.3,1.24,0.22593235,23.93,0
27-Jul-09,3708.0,19.29,1.24,0.21291802,23.92,0
28-Jul-09,3726.1,19.17,1.23,0.21008561,23.58,0
29-Jul-09,3685.6,18.97,1.24,0.21950293,23.52,0
30-Jul-09,3721.3,18.75,1.23,0.20667509,23.06,0
31-Jul-09,3764.1,19.0,1.22,0.18888977,23.18,0
03-Aug-09,3823.8,19.42,1.2,0.18298551,23.3,0
04-Aug-09,3806.2,19.35,1.2,0.19168725,23.22,0
05-Aug-09,3827.3,19.46,1.2,0.18929794,23.35,0
06-Aug-09,3742.5,19.03,1.22,0.2139479,23.22,0
07-Aug-09,3663.6,18.64,1.25,0.23916366,23.3,0
10-Aug-09,3625.0,18.44,1.26,0.26333793,23.23,0
11-Aug-09,3647.7,18.56,1.25,0.24947227,23.2,0
12-Aug-09,3641.0,18.52,1.26,0.2456468,23.34,0
13-Aug-09,3758.1,19.12,1.22,0.20930789,23.33,0
14-Aug-09,3749.6,19.08,1.21,0.22050352,23.09,0
17-Aug-09,3606.2,18.36,1.26,0.26293605,23.13,0
18-Aug-09,3665.7,18.67,1.24,0.24355512,23.15,0
19-Aug-09,3607.0,18.37,1.26,0.27543665,23.15,0
20-Aug-09,3650.9,18.58,1.25,0.26867348,23.23,0
21-Aug-09,3701.0,18.83,1.23,0.25087814,23.16,0
24-Aug-09,3779.5,19.23,1.2,0.23182961,23.08,0
25-Aug-09,3794.5,19.3,1.2,0.21881671,23.16,0
26-Aug-09,3820.7,19.43,1.19,0.19925668,23.12,0
27-Aug-09,3831.9,19.49,1.19,0.1985438,23.19,0
28-Aug-09,3864.4,19.69,1.18,0.17764724,23.23,0
31-Aug-09,3840.2,19.56,1.18,0.18681319,23.08,0
01-Sep-09,3803.2,19.38,1.19,0.19299537,23.06,0
02-Sep-09,3788.9,19.3,1.2,0.21497004,23.16,0
03-Sep-09,3784.4,19.28,1.2,0.21839658,23.14,0
04-Sep-09,3837.8,19.55,1.18,0.20475272,23.07,0
07-Sep-09,3924.1,20.0,1.16,0.19614689,23.2,0
08-Sep-09,3929.6,20.03,1.16,0.19912968,23.23,0
09-Sep-09,3925.4,20.01,1.16,0.20260356,23.21,0
10-Sep-09,3922.3,19.99,1.16,0.20855111,23.19,0
11-Sep-09,3914.0,19.95,1.16,0.2297394,23.14,0
14-Sep-09,3908.9,19.94,1.16,0.235258,23.13,0
15-Sep-09,3973.0,20.27,1.14,0.22358419,23.11,0
16-Sep-09,4019.3,20.51,1.13,0.20023387,23.18,0
17-Sep-09,4023.1,20.53,1.13,0.21212498,23.2,0
18-Sep-09,4045.2,20.64,1.12,0.21872837,23.12,0
22-Sep-09,4069.2,20.77,1.11,0.21053278,23.05,0
23-Sep-09,4028.3,20.56,1.11,0.21865303,22.82,0
24-Sep-09,4040.9,20.62,1.11,0.21049766,22.89,0
25-Sep-09,4041.3,20.63,1.11,0.22094376,22.9,0
29-Sep-09,4072.0,20.78,1.1,0.21768173,22.86,0
30-Sep-09,4118.6,21.02,1.09,0.2044384,22.91,0
01-Oct-09,4119.0,21.02,1.09,0.19592134,22.91,0
05-Oct-09,4046.7,20.65,1.1,0.21706576,22.72,0
06-Oct-09,4047.9,20.68,1.1,0.23985276,22.75,0
07-Oct-09,4042.9,20.65,1.1,0.24653096,22.72,0
08-Oct-09,4059.5,20.75,1.1,0.24318266,22.83,0
09-Oct-09,4029.5,20.59,1.11,0.26343219,22.85,0
12-Oct-09,4100.0,20.94,1.09,0.23241463,22.82,0
14-Oct-09,4159.6,21.2,1.07,0.20987595,22.68,0
15-Oct-09,4165.4,21.23,1.07,0.21594565,22.72,0
16-Oct-09,4194.9,21.32,1.06,0.19845527,22.6,0
17-Oct-09,4207.0,21.38,1.06,0.21744711,22.66,0
20-Oct-09,4193.2,21.31,1.06,0.21260612,22.59,0
21-Oct-09,4153.1,21.11,1.07,0.20360694,22.59,0
22-Oct-09,4089.8,20.84,1.09,0.22296934,22.72,0
23-Oct-09,4104.7,20.71,1.08,0.21207396,22.37,0
26-Oct-09,4067.7,20.37,1.09,0.21592054,22.2,0
27-Oct-09,3960.2,19.84,1.12,0.2716277,22.22,0
28-Oct-09,3949.3,19.78,1.13,0.27078216,22.35,0
29-Oct-09,3882.8,19.45,1.15,0.29980942,22.37,0
30-Oct-09,3853.1,18.19,1.15,0.30572786,20.92,0
03-Nov-09,3727.4,17.6,1.19,0.33784944,20.94,0
04-Nov-09,3836.2,18.12,1.16,0.29357176,21.02,0
05-Nov-09,3899.7,18.42,1.14,0.27520066,21.0,0
06-Nov-09,3950.4,18.88,1.13,0.27908566,21.33,0
09-Nov-09,4026.8,19.25,1.1,0.25677958,21.18,0
10-Nov-09,4034.7,19.29,1.1,0.26180385,21.22,0
11-Nov-09,4130.9,19.82,1.07,0.2517127,21.21,0
12-Nov-09,4084.1,19.59,1.08,0.27249578,21.16,0
13-Nov-09,4114.4,19.74,1.07,0.25758312,21.12,0
16-Nov-09,4162.2,19.97,1.06,0.24893085,21.17,0
17-Nov-09,4160.8,19.96,1.06,0.24641896,21.16,0
18-Nov-09,4164.9,19.98,1.06,0.22920118,21.18,0
19-Nov-09,4109.4,19.71,1.07,0.21971577,21.09,0
20-Nov-09,4147.6,19.89,1.06,0.21583566,21.08,0
23-Nov-09,4180.8,20.05,1.05,0.1806592,21.05,0
24-Nov-09,4178.9,20.05,1.05,0.18212927,21.05,0
25-Nov-09,4184.6,20.08,1.05,0.1591311,21.08,0
26-Nov-09,4121.3,19.77,1.07,0.19787446,21.15,0
27-Nov-09,4069.0,19.52,1.08,0.19857459,21.08,0
30-Nov-09,4145.4,19.88,1.06,0.16249337,21.07,0
01-Dec-09,4216.4,20.23,1.04,0.12484584,21.04,0
02-Dec-09,4224.1,20.26,1.04,0.10733647,21.07,0
03-Dec-09,4247.1,20.37,1.04,0.11520802,21.18,0
04-Dec-09,4238.8,20.34,1.04,0.12800793,21.15,0
07-Dec-09,4199.7,20.15,1.05,0.16110675,21.16,0
08-Dec-09,4255.0,20.43,1.03,0.15539365,21.04,0
09-Dec-09,4238.7,20.36,1.04,0.15030552,21.17,0
10-Dec-09,4258.2,20.45,1.03,0.14299469,21.06,0
11-Dec-09,4242.9,20.38,1.04,0.14167197,21.2,0
14-Dec-09,4231.3,20.32,1.04,0.12835299,21.13,0
15-Dec-09,4173.1,20.04,1.05,0.11166759,21.04,0
16-Dec-09,4177.3,20.06,1.05,0.12831255,21.06,0
17-Dec-09,4189.4,20.12,1.05,0.13753759,21.13,0
18-Dec-09,4153.0,19.93,1.05,0.15790994,20.93,0
21-Dec-09,4132.3,19.83,1.06,0.15197348,21.02,0
22-Dec-09,4168.6,20.0,1.05,0.15024229,21.0,0
23-Dec-09,4274.8,20.51,1.02,0.12117526,20.92,0
24-Dec-09,4300.3,20.64,1.01,0.12429365,20.85,0
29-Dec-09,4310.2,20.68,1.01,0.12006403,20.89,0
30-Dec-09,4306.8,20.67,1.01,0.11941581,20.88,0
31-Dec-09,4329.1,20.78,1.01,0.11799219,20.99,0
04-Jan-10,4367.6,20.96,1.0,0.10538969,20.96,0
05-Jan-10,4416.0,21.21,0.99,0.09318388,21.0,0
06-Jan-10,4422.6,21.24,0.99,0.1019536,21.03,0
07-Jan-10,4411.5,21.19,0.99,0.11177604,20.98,0
08-Jan-10,4405.3,21.16,0.99,0.12158082,20.95,0
11-Jan-10,4432.5,21.29,0.98,0.12065426,20.86,0
12-Jan-10,4391.7,21.09,0.99,0.12874286,20.88,0
13-Jan-10,4415.6,21.21,0.99,0.11040402,21.0,0
14-Jan-10,4450.4,21.38,0.98,0.09316017,20.95,0
15-Jan-10,4468.1,21.47,0.98,0.06324836,21.04,0
18-Jan-10,4499.6,21.62,0.97,0.03035825,20.97,0
19-Jan-10,4469.3,21.47,0.98,0.0348153,21.04,0
20-Jan-10,4453.6,20.99,0.98,0.0575265,20.57,0
21-Jan-10,4343.2,20.47,1.0,0.06829066,20.47,0
22-Jan-10,4310.7,20.32,1.01,0.05938711,20.52,0
25-Jan-10,4278.5,19.65,1.02,0.06429824,20.04,0
27-Jan-10,4125.5,18.95,1.06,0.11460429,20.09,0
28-Jan-10,4137.5,19.01,1.05,0.10786707,19.96,0
29-Jan-10,4156.0,18.67,1.05,0.10628008,19.6,0
01-Feb-10,4196.3,18.85,1.04,0.09446417,19.6,0
02-Feb-10,4138.2,18.59,1.05,0.1185298,19.52,0
03-Feb-10,4212.1,18.93,1.04,0.08959901,19.69,0
04-Feb-10,4139.7,18.6,1.05,0.09041718,19.53,0
05-Feb-10,4023.6,18.17,1.08,0.10038274,19.62,0
06-Feb-10,4066.8,18.36,1.07,0.08798072,19.65,0
08-Feb-10,4067.3,18.37,1.07,0.07002188,19.66,0
09-Feb-10,4104.0,18.54,1.06,0.0629386,19.65,0
10-Feb-10,4079.7,18.43,1.07,0.08583965,19.72,0
11-Feb-10,4123.6,18.62,1.06,0.05235716,19.74,0
15-Feb-10,4096.2,18.5,1.07,0.05758996,19.8,0
16-Feb-10,4134.6,18.67,1.06,0.02928941,19.79,0
17-Feb-10,4171.5,18.84,1.05,0.00163011,19.78,0
18-Feb-10,4145.8,18.73,1.05,0.00446235,19.67,0
19-Feb-10,4102.7,18.53,1.06,0.03356326,19.64,0
22-Feb-10,4094.2,18.49,1.07,0.06631332,19.78,0
23-Feb-10,4089.7,18.47,1.07,0.07210798,19.76,0
24-Feb-10,4080.6,18.42,1.07,0.07614076,19.71,0
25-Feb-10,4072.3,18.39,1.07,0.09029295,19.68,0
26-Feb-10,4127.5,18.54,1.06,0.05761357,19.65,0
02-Mar-10,4192.3,18.83,1.04,0.05030651,19.58,0
03-Mar-10,4249.8,19.09,1.03,0.02673067,19.66,0
04-Mar-10,4262.3,19.15,1.02,0.01792459,19.53,0
05-Mar-10,4270.2,19.18,1.02,-0.0161585,19.56,0
08-Mar-10,4287.7,19.26,1.02,-0.0142267,19.65,0
09-Mar-10,4252.4,19.11,1.03,-0.0012464,19.68,0
10-Mar-10,4253.8,19.11,1.03,0.03241807,19.68,0
11-Mar-10,4252.8,19.11,1.03,0.03477709,19.68,0
12-Mar-10,4253.3,19.11,1.03,0.03536078,19.68,0
15-Mar-10,4233.4,19.03,1.03,0.02671611,19.6,0
16-Mar-10,4273.6,19.21,1.02,0.02737739,19.59,0
17-Mar-10,4304.2,19.36,1.01,0.02325635,19.55,0
18-Mar-10,4306.6,19.37,1.01,0.01755445,19.56,0
19-Mar-10,4324.0,19.45,1.01,0.00455597,19.64,0
22-Mar-10,4278.7,19.25,1.02,0.02825625,19.64,0
23-Mar-10,4287.3,19.29,1.02,0.01105591,19.68,0
25-Mar-10,4293.7,19.32,1.01,0.02158977,19.51,0
26-Mar-10,4312.9,19.41,1.01,0.00788333,19.6,0
29-Mar-10,4320.9,19.44,1.01,-0.0052072,19.63,0
30-Mar-10,4313.2,19.41,1.01,-0.0055411,19.6,0
31-Mar-10,4313.2,19.41,1.01,0.00308356,19.6,0
01-Apr-10,4345.2,19.56,1.0,0.00646691,19.56,0
05-Apr-10,4403.9,19.83,0.99,0.00061309,19.63,0
06-Apr-10,4410.3,19.83,0.99,0.01881958,19.63,0
07-Apr-10,4424.9,19.9,0.98,0.02110782,19.5,0
08-Apr-10,4381.7,19.71,0.99,0.03818153,19.51,0
09-Apr-10,4410.0,19.84,0.99,0.04272109,19.64,0
12-Apr-10,4394.7,19.77,0.99,0.0527226,19.57,0
13-Apr-10,4383.3,19.72,0.99,0.05856318,19.52,0
15-Apr-10,4359.4,19.59,1.0,0.07978162,19.59,0
16-Apr-10,4342.2,19.51,1.0,0.08765142,19.51,0
19-Apr-10,4290.2,19.32,1.02,0.09985548,19.71,0
20-Apr-10,4319.7,19.47,1.01,0.0943584,19.66,0
21-Apr-10,4344.4,19.58,1.0,0.07828469,19.58,0
22-Apr-10,4356.6,19.63,1.0,0.06576229,19.63,0
23-Apr-10,4369.0,19.69,1.0,0.08274205,19.69,0
26-Apr-10,4383.8,19.75,0.99,0.06752133,19.55,0
27-Apr-10,4378.3,19.33,0.99,0.05269168,19.14,0
28-Apr-10,4315.1,19.05,1.01,0.07012584,19.24,0
29-Apr-10,4338.2,19.16,1.0,0.08217694,19.16,0
30-Apr-10,4368.1,19.17,1.0,0.07861542,19.17,0
03-May-10,4341.2,19.06,1.0,0.08456187,19.06,0
04-May-10,4277.8,18.78,1.02,0.09981766,19.16,0
05-May-10,4271.5,18.76,1.02,0.09750673,19.14,0
06-May-10,4256.7,18.69,1.02,0.09248949,19.06,0
07-May-10,4182.2,18.36,1.04,0.10355794,19.09,0
10-May-10,4298.6,18.89,1.01,0.06397432,19.08,0
11-May-10,4250.0,18.67,1.02,0.05223529,19.04,0
12-May-10,4263.9,18.73,1.02,0.04331715,19.1,0
13-May-10,4290.6,18.85,1.01,0.02330676,19.04,0
14-May-10,4236.6,18.49,1.03,0.05282538,19.04,0
17-May-10,4213.2,18.39,1.03,0.0595272,18.94,0
18-May-10,4217.4,18.41,1.03,0.05709679,18.96,0
19-May-10,4106.4,17.93,1.06,0.0911504,19.01,0
20-May-10,4133.4,18.04,1.05,0.07045048,18.94,0
21-May-10,4101.6,17.91,1.06,0.08989175,18.98,0
24-May-10,4110.8,17.95,1.06,0.07913302,19.03,0
25-May-10,4001.9,17.47,1.09,0.09845323,19.04,0
26-May-10,4070.5,17.83,1.06,0.07485567,18.9,0
27-May-10,4125.7,18.07,1.05,0.05969896,18.97,0
28-May-10,4186.8,18.79,1.03,0.05376421,19.35,0
31-May-10,4226.6,18.97,1.02,0.0264042,19.35,0
01-Jun-10,4149.1,18.63,1.04,0.04774529,19.38,0
02-Jun-10,4189.7,18.81,1.03,0.03059885,19.37,0
03-Jun-10,4253.1,19.09,1.02,0.02393548,19.47,0
04-Jun-10,4263.4,19.14,1.02,0.03433879,19.52,0
07-Jun-10,4190.0,18.83,1.03,0.05527446,19.39,0
08-Jun-10,4152.0,18.66,1.04,0.08210501,19.41,0
09-Jun-10,4172.0,18.75,1.04,0.08288591,19.5,0
10-Jun-10,4228.9,19.0,1.02,0.05996831,19.38,0
11-Jun-10,4247.2,18.98,1.02,0.04960915,19.36,0
14-Jun-10,4299.0,19.21,1.01,0.03872994,19.4,0
15-Jun-10,4314.8,19.28,1.0,0.04058126,19.28,0
16-Jun-10,4319.9,19.31,1.0,0.03548693,19.31,0
17-Jun-10,4344.3,19.42,1.0,0.02854315,19.42,0
18-Jun-10,4328.6,19.35,1.0,0.02638266,19.35,0
21-Jun-10,4388.7,19.61,0.98,0.0126689,19.22,0
22-Jun-10,4368.7,19.52,0.99,0.02101312,19.32,0
23-Jun-10,4379.7,19.57,0.99,0.00988652,19.37,0
24-Jun-10,4372.3,19.54,0.99,0.00281316,19.34,0
25-Jun-10,4365.8,19.51,0.99,-0.0018553,19.31,0
28-Jun-10,4429.2,19.8,0.98,-0.0374786,19.4,0
29-Jun-10,4383.7,19.59,0.99,-0.0263248,19.39,0
30-Jun-10,4420.7,19.76,0.98,-0.036691,19.36,0
01-Jul-10,4386.3,19.6,0.99,-0.0239838,19.4,0
02-Jul-10,4382.5,19.59,0.99,0.00221335,19.39,0
05-Jul-10,4379.6,19.58,0.99,0.01363138,19.38,0
06-Jul-10,4413.7,19.73,0.98,0.00919863,19.34,0
07-Jul-10,4385.9,19.6,0.99,0.02425956,19.4,0
08-Jul-10,4424.3,19.76,0.98,0.02228601,19.36,0
09-Jul-10,4461.5,19.93,0.97,0.01356046,19.33,0
12-Jul-10,4474.7,20.0,0.97,0.01662681,19.4,0
13-Jul-10,4491.3,20.07,0.96,0.01019749,19.27,0
14-Jul-10,4479.2,20.02,0.96,0.01252456,19.22,0
15-Jul-10,4468.4,19.97,0.97,0.03119685,19.37,0
16-Jul-10,4490.0,20.07,0.96,0.01443207,19.27,0
19-Jul-10,4488.9,20.08,0.96,0.00759652,19.28,0
20-Jul-10,4474.7,20.01,0.97,-0.0034416,19.41,0
21-Jul-10,4499.1,20.12,0.96,0.00206708,19.32,0
22-Jul-10,4528.6,20.19,0.95,-0.0006845,19.18,0
23-Jul-10,4523.2,20.17,0.95,-0.0019013,19.16,0
26-Jul-10,4497.5,20.02,0.96,0.00271262,19.22,0
27-Jul-10,4508.9,20.07,0.96,0.00660915,19.27,0
28-Jul-10,4494.6,20.0,0.96,0.00077871,19.2,0
29-Jul-10,4490.4,19.98,1.02,-0.0032737,20.38,0
30-Jul-10,4475.1,19.92,1.02,0.01546334,20.32,0
02-Aug-10,4523.5,20.9,1.01,0.01198187,21.11,0
03-Aug-10,4535.8,20.95,1.02,-0.0068345,21.37,0
04-Aug-10,4551.8,21.03,1.02,-0.0132914,21.45,0
05-Aug-10,4543.2,20.99,1.02,-0.0216367,21.41,0
06-Aug-10,4539.8,20.97,1.09,-0.0255077,22.86,0
09-Aug-10,4579.6,21.05,1.08,-0.0303083,22.73,0
10-Aug-10,4557.7,20.95,1.08,-0.0361586,22.63,0
11-Aug-10,4535.4,20.85,1.09,-0.0388279,22.73,0
12-Aug-10,4544.7,20.89,1.09,-0.0513125,22.77,0
13-Aug-10,4576.4,21.03,1.08,-0.0777686,22.71,0
16-Aug-10,4554.4,21.07,1.1,-0.0886835,23.18,0
17-Aug-10,4558.5,21.09,1.1,-0.0988922,23.2,0
18-Aug-10,4600.5,21.29,1.09,-0.0909249,23.21,0
19-Aug-10,4631.8,21.43,1.08,-0.1008463,23.14,0
20-Aug-10,4629.5,21.42,1.09,-0.1097743,23.35,0
23-Aug-10,4655.7,21.54,1.08,-0.1233756,23.26,0
24-Aug-10,4624.8,21.4,1.09,-0.1175186,23.33,0
25-Aug-10,4582.0,21.23,1.1,-0.1283064,23.35,0
26-Aug-10,4592.7,21.28,1.09,-0.1452087,23.2,0
27-Aug-10,4550.9,21.08,1.11,-0.1275352,23.4,0
30-Aug-10,4557.6,21.1,1.12,-0.1199974,23.63,0
31-Aug-10,4537.2,20.93,1.12,-0.124989,23.44,0
01-Sep-10,4603.4,21.24,1.11,-0.1463918,23.58,0
02-Sep-10,4610.9,21.27,1.1,-0.1646967,23.4,0
03-Sep-10,4623.6,21.33,1.1,-0.1397829,23.46,0
06-Sep-10,4693.8,21.66,1.08,-0.1396523,23.39,0
07-Sep-10,4712.1,21.74,1.08,-0.1360752,23.48,0
08-Sep-10,4720.7,21.78,1.08,-0.1393014,23.52,0
09-Sep-10,4740.3,21.87,1.07,-0.1365103,23.4,0
13-Sep-10,4813.2,22.32,1.05,-0.1385357,23.44,0
14-Sep-10,4828.5,22.39,1.05,-0.1376618,23.51,0
15-Sep-10,4861.3,22.54,1.04,-0.156995,23.44,1
16-Sep-10,4824.1,22.37,1.05,-0.1686118,23.49,0
17-Sep-10,4876.5,22.58,1.04,-0.1782836,23.48,0
20-Sep-10,4930.0,22.82,1.03,-0.1781947,23.5,0
21-Sep-10,4925.9,22.81,1.04,-0.1682738,23.72,0
22-Sep-10,4909.1,22.73,1.04,-0.1637775,23.64,1
23-Sep-10,4891.5,22.65,1.05,-0.1675355,23.78,0
24-Sep-10,4934.2,22.88,1.03,-0.1603907,23.57,0
27-Sep-10,4958.4,23.0,1.03,-0.1629356,23.69,1
28-Sep-10,4960.6,23.01,1.04,-0.1948353,23.93,1
29-Sep-10,4926.0,22.85,1.05,-0.197706,23.99,1
30-Sep-10,4925.1,22.84,1.05,-0.2051329,23.98,1
01-Oct-10,5018.8,23.42,1.02,-0.2010042,23.89,1
04-Oct-10,5039.6,23.51,1.03,-0.2087864,24.22,1
05-Oct-10,5046.7,23.55,1.02,-0.2025086,24.02,1
06-Oct-10,5091.0,23.75,1.02,-0.2185622,24.23,1
07-Oct-10,5052.9,23.59,1.03,-0.2275327,24.3,1
08-Oct-10,5032.6,23.5,1.03,-0.2362397,24.21,1
11-Oct-10,5064.9,23.81,1.0,-0.2454343,23.81,1
12-Oct-10,5027.4,23.63,1.02,-0.2214863,24.1,1
13-Oct-10,5121.8,24.07,1.0,-0.2233395,24.07,1
14-Oct-10,5084.7,23.9,1.01,-0.2169056,24.14,1
15-Oct-10,4998.7,23.49,1.03,-0.1860684,24.19,1
18-Oct-10,5001.7,23.37,1.03,-0.1886159,24.07,1
19-Oct-10,4975.2,23.24,1.04,-0.1777818,24.17,1
20-Oct-10,4946.0,23.11,1.04,-0.1743227,24.03,1
21-Oct-10,5035.9,23.53,1.02,-0.201116,24.0,1
22-Oct-10,5018.7,23.45,1.03,-0.1843505,24.15,1
25-Oct-10,5046.9,23.58,1.02,-0.1960808,24.05,1
26-Oct-10,5031.1,23.26,1.02,-0.2000557,23.73,1
27-Oct-10,4986.7,23.05,1.03,-0.1885215,23.74,1
28-Oct-10,4962.4,22.94,1.04,-0.1735048,23.86,0
29-Oct-10,4972.9,22.99,1.04,-0.1717107,23.91,0
01-Nov-10,5052.9,23.36,1.02,-0.1629163,23.83,0
02-Nov-10,5060.8,23.4,1.02,-0.1669499,23.87,1
03-Nov-10,5091.0,23.54,1.01,-0.18077,23.78,1
04-Nov-10,5170.7,23.6,1.0,-0.193262,23.6,1
05-Nov-10,5197.0,23.72,0.99,-0.1957668,23.48,1
08-Nov-10,5174.2,23.61,1.0,-0.1880677,23.61,1
09-Nov-10,5198.3,23.72,0.99,-0.1914664,23.48,1
10-Nov-10,5186.1,23.67,0.99,-0.2003432,23.43,1
11-Nov-10,5119.5,23.36,1.01,-0.1989647,23.59,1
12-Nov-10,5012.3,22.87,1.03,-0.1870997,23.56,1
15-Nov-10,5042.8,22.64,1.02,-0.2074046,23.09,1
16-Nov-10,4936.1,22.16,1.04,-0.1966532,23.05,1
18-Nov-10,4940.0,22.17,1.04,-0.2115992,23.06,1
19-Nov-10,4850.5,21.77,1.06,-0.2023503,23.08,1
22-Nov-10,4936.8,22.19,1.04,-0.2346054,23.08,1
23-Nov-10,4877.0,21.91,1.05,-0.2207095,23.01,1
24-Nov-10,4819.0,21.65,1.07,-0.2280349,23.17,1
25-Nov-10,4742.8,21.33,1.08,-0.206629,23.04,1
26-Nov-10,4677.5,21.03,1.1,-0.1999572,23.13,1
29-Nov-10,4736.4,21.29,1.09,-0.1893632,23.21,1
30-Nov-10,4781.4,21.5,1.08,-0.2044171,23.22,1
01-Dec-10,4876.3,21.92,1.05,-0.2184238,23.02,1
02-Dec-10,4916.2,22.1,1.05,-0.2110573,23.21,1
03-Dec-10,4875.8,21.92,1.06,-0.1873949,23.24,1
06-Dec-10,4867.1,21.9,1.06,-0.1868464,23.21,1
07-Dec-10,4844.0,21.79,1.06,-0.1803055,23.1,1
08-Dec-10,4774.4,21.48,1.08,-0.1865575,23.2,1
09-Dec-10,4639.1,20.87,1.11,-0.1742364,23.17,1
10-Dec-10,4713.3,21.2,1.09,-0.2041669,23.11,1
13-Dec-10,4765.6,21.46,1.08,-0.2095224,23.18,1
14-Dec-10,4808.8,21.65,1.07,-0.2229662,23.17,1
15-Dec-10,4760.3,21.44,1.08,-0.2184946,23.16,1
16-Dec-10,4794.9,21.59,1.07,-0.2392125,23.1,1
20-Dec-10,4792.8,21.58,1.07,-0.2480805,23.09,1
21-Dec-10,4834.8,21.77,1.06,-0.2669811,23.08,1
22-Dec-10,4827.7,21.74,1.06,-0.2458313,23.04,1
23-Dec-10,4821.1,21.71,1.07,-0.2378295,23.23,1
24-Dec-10,4839.9,21.79,1.06,-0.2436827,23.1,1
27-Dec-10,4827.9,21.73,1.07,-0.2328342,23.25,1
28-Dec-10,4827.5,21.73,1.07,-0.2376592,23.25,1
29-Dec-10,4873.5,21.94,1.06,-0.2522622,23.26,1
30-Dec-10,4904.6,22.08,1.05,-0.2644456,23.18,1
31-Dec-10,4940.9,22.24,1.04,-0.2718533,23.13,1
03-Jan-11,4967.3,22.36,1.04,-0.2747569,23.25,1
04-Jan-11,4957.1,22.31,1.04,-0.2534345,23.2,1
05-Jan-11,4903.1,22.07,1.05,-0.2463951,23.17,1
06-Jan-11,4865.0,21.9,1.06,-0.2402672,23.21,1
07-Jan-11,4750.7,21.38,1.08,-0.222262,23.09,1
10-Jan-11,4636.2,20.87,1.11,-0.2024287,23.17,1
11-Jan-11,4624.9,20.82,1.11,-0.1997016,23.11,1
12-Jan-11,4709.8,21.21,1.09,-0.1962928,23.12,1
13-Jan-11,4639.8,20.86,1.11,-0.1798138,23.15,1
14-Jan-11,4566.7,20.51,1.13,-0.1684586,23.18,0
17-Jan-11,4553.6,20.45,1.13,-0.1595221,23.11,0
18-Jan-11,4598.3,20.56,1.12,-0.1664093,23.03,0
19-Jan-11,4583.8,20.47,1.12,-0.1491775,22.93,0
20-Jan-11,4597.7,20.53,1.12,-0.1557083,22.99,0
21-Jan-11,4592.7,20.36,1.12,-0.1438805,22.8,0
24-Jan-11,4628.7,20.33,1.11,-0.1460453,22.57,0
25-Jan-11,4589.5,20.11,1.12,-0.1387515,22.52,0
27-Jan-11,4514.0,19.81,1.14,-0.1101241,22.58,0
28-Jan-11,4427.5,19.4,1.16,-0.084856,22.5,0
31-Jan-11,4424.6,19.22,1.16,-0.0766849,22.3,0
01-Feb-11,4352.1,18.92,1.18,-0.0818685,22.33,0
02-Feb-11,4362.3,18.97,1.18,-0.0640717,22.38,0
03-Feb-11,4429.9,19.26,1.16,-0.0705208,22.34,0
04-Feb-11,4339.5,18.87,1.19,-0.0444752,22.46,0
07-Feb-11,4332.1,18.84,1.19,-0.033171,22.42,0
08-Feb-11,4255.7,18.48,1.21,-0.0067204,22.36,0
09-Feb-11,4178.3,18.15,1.23,0.00495417,22.32,0
10-Feb-11,4164.3,18.09,1.24,0.01642533,22.43,0
11-Feb-11,4240.4,18.42,1.21,0.00754646,22.29,0
14-Feb-11,4365.7,18.93,1.18,-0.024578,22.34,0
15-Feb-11,4384.6,19.01,1.17,-0.0273229,22.24,0
16-Feb-11,4391.3,19.06,1.17,-0.0231822,22.3,0
17-Feb-11,4440.0,19.27,1.16,-0.0131982,22.35,0
18-Feb-11,4365.3,18.96,1.18,0.00471903,22.37,0
21-Feb-11,4403.2,19.12,1.17,0.00245276,22.37,0
22-Feb-11,4363.4,18.95,1.18,0.01927396,22.36,0
23-Feb-11,4338.7,18.87,1.18,0.00048402,22.27,0
24-Feb-11,4201.2,18.27,1.22,0.02896791,22.29,0
25-Feb-11,4226.7,18.38,1.21,0.01367497,22.24,0
28-Feb-11,4247.1,18.47,1.21,-0.0193308,22.35,0
01-Mar-11,4391.7,19.1,1.17,-0.0303299,22.35,0
03-Mar-11,4400.7,19.14,1.17,-0.02845,22.39,0
04-Mar-11,4403.7,19.15,1.17,-0.0363331,22.41,0
07-Mar-11,4346.5,18.9,1.18,-0.0211665,22.3,0
08-Mar-11,4390.6,19.1,1.17,-0.0306564,22.35,0
09-Mar-11,4404.3,19.15,1.17,-0.0474309,22.41,0
10-Mar-11,4382.2,19.06,1.17,-0.0526676,22.3,0
11-Mar-11,4343.7,18.89,1.18,-0.045307,22.29,0
14-Mar-11,4399.6,19.14,1.17,-0.0365488,22.39,0
15-Mar-11,4334.7,18.85,1.18,-0.0160334,22.24,0
