Date,Close,pe,dividend yield,return,payout,future_crash
24-May-00,876.19,21.74,1.54,-0.1011995,33.48,0
25-May-00,884.61,21.95,1.53,-0.1104328,33.58,0
26-May-00,888.33,22.04,1.52,-0.1159704,33.5,0
29-May-00,908.66,22.54,1.49,-0.1295644,33.58,0
30-May-00,941.3,23.35,1.44,-0.1503771,33.62,0
31-May-00,967.6,24.03,1.39,-0.1735221,33.4,1
01-Jun-00,949.11,23.57,1.42,-0.1590121,33.47,0
02-Jun-00,979.0,24.31,1.38,-0.1719714,33.55,0
05-Jun-00,1001.3,24.86,1.35,-0.186118,33.56,1
06-Jun-00,1020.6,25.34,1.32,-0.2197041,33.45,1
07-Jun-00,1027.8,25.52,1.31,-0.230395,33.43,1
08-Jun-00,1051.5,26.11,1.28,-0.2584689,33.42,1
09-Jun-00,1046.8,25.99,1.29,-0.2740447,33.53,1
12-Jun-00,1029.9,25.57,1.31,-0.2700165,33.5,1
13-Jun-00,1027.5,25.52,1.31,-0.2644769,33.43,1
14-Jun-00,1039.9,25.82,1.3,-0.2745552,33.57,1
15-Jun-00,1049.9,26.07,1.29,-0.2719307,33.63,1
16-Jun-00,1079.7,26.81,1.25,-0.2916273,33.51,1
19-Jun-00,1097.1,27.24,1.23,-0.3033543,33.51,1
20-Jun-00,1109.4,27.55,1.22,-0.3092573,33.61,1
21-Jun-00,1077.3,26.75,1.25,-0.3001021,33.44,1
22-Jun-00,1088.6,26.35,1.27,-0.3227999,33.46,1
23-Jun-00,1066.4,25.81,1.29,-0.3137097,33.29,1
26-Jun-00,1061.8,25.7,1.3,-0.3031362,33.41,1
27-Jun-00,1058.5,25.62,1.3,-0.3047426,33.31,1
28-Jun-00,1073.2,25.98,1.29,-0.316353,33.51,1
29-Jun-00,1079.7,26.14,1.28,-0.3300454,33.46,1
30-Jun-00,1073.7,25.99,1.29,-0.3486914,33.53,1
03-Jul-00,1096.1,26.53,1.26,-0.3458809,33.43,1
04-Jul-00,1104.8,26.74,1.25,-0.3487509,33.43,1
05-Jul-00,1110.1,26.87,1.24,-0.3536979,33.32,1
06-Jul-00,1101.8,26.67,1.25,-0.3412053,33.34,1
07-Jul-00,1097.8,26.57,1.26,-0.3448078,33.48,1
10-Jul-00,1091.3,26.42,1.26,-0.3573811,33.29,1
11-Jul-00,1086.8,26.31,1.27,-0.3540762,33.41,1
12-Jul-00,1108.8,27.03,1.24,-0.3695887,33.52,1
13-Jul-00,1091.0,26.59,1.26,-0.361714,33.5,1
14-Jul-00,1084.9,26.44,1.26,-0.3628722,33.31,1
17-Jul-00,1065.5,25.97,1.29,-0.3445894,33.5,1
18-Jul-00,1054.2,25.7,1.3,-0.3296528,33.41,1
19-Jul-00,1035.2,25.23,1.32,-0.3007438,33.3,1
20-Jul-00,1026.5,25.02,1.34,-0.2995714,33.53,1
21-Jul-00,1005.3,24.51,1.36,-0.2844126,33.33,1
24-Jul-00,938.93,22.89,1.46,-0.235811,33.42,1
25-Jul-00,977.58,23.83,1.4,-0.2667505,33.36,1
26-Jul-00,949.15,23.1,1.45,-0.2507296,33.5,1
27-Jul-00,968.67,23.57,1.42,-0.2720431,33.47,1
28-Jul-00,965.53,23.5,1.42,-0.2741603,33.37,1
31-Jul-00,959.72,23.36,1.43,-0.2750073,33.4,1
01-Aug-00,951.95,23.17,1.44,-0.2774095,33.36,1
02-Aug-00,955.76,23.26,1.44,-0.2866933,33.49,1
03-Aug-00,942.94,22.95,1.46,-0.2772923,33.51,1
04-Aug-00,925.12,22.52,1.48,-0.2571558,33.33,1
07-Aug-00,921.68,22.43,1.49,-0.2437397,33.42,1
08-Aug-00,948.85,23.09,1.45,-0.2693366,33.48,1
09-Aug-00,957.24,23.3,1.43,-0.2714262,33.32,1
10-Aug-00,940.44,22.89,1.46,-0.2535409,33.42,1
11-Aug-00,931.54,22.67,1.47,-0.2460764,33.32,1
14-Aug-00,936.83,22.8,1.47,-0.2544859,33.52,1
16-Aug-00,964.66,23.48,1.42,-0.2783986,33.34,1
17-Aug-00,957.67,23.31,1.43,-0.2746562,33.33,1
18-Aug-00,972.68,23.67,1.41,-0.2892215,33.37,1
21-Aug-00,985.84,23.99,1.39,-0.3028788,33.35,1
22-Aug-00,993.6,24.18,1.38,-0.3002516,33.37,1
23-Aug-00,992.59,24.16,1.38,-0.2965273,33.34,1
24-Aug-00,1007.9,24.53,1.36,-0.3135331,33.36,1
25-Aug-00,1009.6,24.57,1.36,-0.3164323,33.42,1
28-Aug-00,1002.0,24.39,1.37,-0.311008,33.41,1
29-Aug-00,1004.0,24.44,1.37,-0.310996,33.48,1
30-Aug-00,1013.7,24.67,1.35,-0.314817,33.3,1
31-Aug-00,1026.4,24.99,1.34,-0.3189984,33.49,1
04-Sep-00,1051.6,25.42,1.3,-0.3364207,33.05,1
05-Sep-00,1051.8,25.43,1.3,-0.3386005,33.06,1
06-Sep-00,1059.2,25.63,1.29,-0.3437689,33.06,1
07-Sep-00,1062.5,25.71,1.29,-0.3560659,33.17,1
08-Sep-00,1070.4,25.9,1.28,-0.3651065,33.15,1
11-Sep-00,1069.4,25.87,1.28,-0.3610436,33.11,1
12-Sep-00,1074.8,26.01,1.28,-0.3712784,33.29,1
13-Sep-00,1067.7,25.83,1.28,-0.3725578,33.06,1
14-Sep-00,1060.7,25.66,1.29,-0.3671161,33.1,1
15-Sep-00,1028.3,24.88,1.33,-0.3505397,33.09,1
18-Sep-00,981.56,23.75,1.4,-0.3214577,33.25,1
19-Sep-00,958.97,23.2,1.43,-0.3319186,33.18,1
20-Sep-00,978.57,23.62,1.41,-0.3540166,33.3,1
21-Sep-00,961.12,23.2,1.43,-0.3804,33.18,1
22-Sep-00,914.27,22.07,1.5,-0.3915911,33.11,1
25-Sep-00,951.64,22.97,1.45,-0.3966311,33.31,1
26-Sep-00,929.25,22.43,1.48,-0.3795964,33.2,1
27-Sep-00,942.76,22.75,1.46,-0.394968,33.22,1
28-Sep-00,922.96,22.28,1.49,-0.4086093,33.2,1
29-Sep-00,925.39,22.34,1.49,-0.394223,33.29,1
03-Oct-00,927.38,22.38,1.48,-0.4031357,33.12,1
04-Oct-00,936.17,22.6,1.47,-0.3959324,33.22,1
05-Oct-00,924.79,22.32,1.49,-0.3856227,33.26,1
06-Oct-00,922.81,22.27,1.49,-0.3676488,33.18,1
09-Oct-00,905.24,21.85,1.52,-0.3598383,33.21,1
10-Oct-00,880.27,21.25,1.56,-0.3541186,33.15,1
11-Oct-00,858.04,20.7,1.6,-0.3256608,33.12,1
12-Oct-00,865.03,20.87,1.59,-0.3291331,33.18,1
13-Oct-00,840.4,20.28,1.64,-0.3200262,33.26,1
16-Oct-00,843.12,20.34,1.63,-0.3150204,33.15,1
17-Oct-00,825.21,19.91,1.67,-0.2810921,33.25,1
18-Oct-00,809.01,19.52,1.7,-0.2553739,33.18,1
19-Oct-00,841.45,20.3,1.63,-0.2805633,33.09,1
20-Oct-00,844.48,20.38,1.63,-0.2825644,33.22,1
23-Oct-00,818.69,19.76,1.68,-0.2492152,33.2,1
24-Oct-00,825.49,19.92,1.67,-0.2414566,33.27,1
25-Oct-00,851.1,20.54,1.62,-0.277018,33.27,1
26-Oct-00,854.79,20.63,1.61,-0.273962,33.21,1
27-Oct-00,854.07,20.61,1.61,-0.2695212,33.18,1
30-Oct-00,842.52,20.33,1.63,-0.247555,33.14,1
31-Oct-00,851.05,20.54,1.62,-0.2565419,33.27,1
01-Nov-00,866.5,20.91,1.59,-0.2741373,33.25,1
02-Nov-00,879.49,21.22,1.56,-0.2857906,33.1,1
03-Nov-00,892.26,21.53,1.54,-0.307982,33.16,1
06-Nov-00,890.05,21.48,1.55,-0.3009381,33.29,1
07-Nov-00,894.91,21.6,1.54,-0.2924652,33.26,1
08-Nov-00,913.26,22.04,1.51,-0.307032,33.28,1
09-Nov-00,912.08,22.0,1.51,-0.3051816,33.22,1
10-Nov-00,892.83,21.53,1.54,-0.2793701,33.16,1
13-Nov-00,863.19,20.82,1.59,-0.2635804,33.1,1
14-Nov-00,891.04,21.49,1.54,-0.2790559,33.09,1
15-Nov-00,896.73,21.63,1.53,-0.2793483,33.09,1
16-Nov-00,892.37,21.52,1.54,-0.2704147,33.14,1
17-Nov-00,892.86,21.56,1.54,-0.2743543,33.2,1
20-Nov-00,899.02,21.71,1.53,-0.2721185,33.22,1
21-Nov-00,899.97,21.73,1.53,-0.2559196,33.25,1
22-Nov-00,888.35,21.45,1.55,-0.2231328,33.25,1
23-Nov-00,888.58,21.46,1.55,-0.2321569,33.26,1
24-Nov-00,894.74,21.61,1.54,-0.2289715,33.28,1
27-Nov-00,918.72,22.19,1.5,-0.2433494,33.29,1
28-Nov-00,925.63,22.35,1.48,-0.2520337,33.08,1
29-Nov-00,924.92,22.5,1.48,-0.2310578,33.3,1
30-Nov-00,920.92,22.4,1.48,-0.2289884,33.15,1
01-Dec-00,936.25,22.78,1.46,-0.2477223,33.26,1
04-Dec-00,933.92,22.72,1.46,-0.2470447,33.17,1
05-Dec-00,947.12,23.04,1.44,-0.2551525,33.18,1
06-Dec-00,954.74,23.23,1.43,-0.2470411,33.22,1
07-Dec-00,959.9,23.35,1.42,-0.2311803,33.16,1
08-Dec-00,973.79,23.69,1.4,-0.2429887,33.17,1
11-Dec-00,987.42,24.02,1.38,-0.2477467,33.15,1
12-Dec-00,987.56,24.03,1.38,-0.2484406,33.16,1
13-Dec-00,1006.5,24.35,1.36,-0.2672429,33.12,1
14-Dec-00,995.08,24.07,1.37,-0.2568839,32.98,1
15-Dec-00,959.77,23.22,1.42,-0.2400054,32.97,1
18-Dec-00,963.03,23.3,1.42,-0.2485696,33.09,1
19-Dec-00,950.78,23.0,1.44,-0.2475336,33.12,1
20-Dec-00,942.54,22.75,1.45,-0.2564029,32.99,1
21-Dec-00,929.32,22.44,1.47,-0.2424569,32.99,1
22-Dec-00,890.54,18.96,1.78,-0.2215285,33.75,1
26-Dec-00,865.32,18.42,1.83,-0.1944252,33.71,1
27-Dec-00,886.38,18.87,1.78,-0.2308604,33.59,1
28-Dec-00,899.0,19.14,1.76,-0.2559288,33.69,1
29-Dec-00,912.84,19.43,1.73,-0.2520924,33.61,1
01-Jan-01,907.76,19.32,1.74,-0.2282762,33.62,1
02-Jan-01,922.0,19.63,1.72,-0.2419631,33.76,1
03-Jan-01,929.09,19.78,1.7,-0.2417419,33.63,1
04-Jan-01,946.76,20.16,1.67,-0.2470003,33.67,1
05-Jan-01,962.74,20.5,1.64,-0.2443547,33.62,1
08-Jan-01,940.55,20.02,1.68,-0.2225187,33.63,1
09-Jan-01,944.46,20.11,1.68,-0.2207293,33.78,1
10-Jan-01,932.63,19.85,1.7,-0.2221245,33.75,1
11-Jan-01,919.63,19.58,1.72,-0.2188271,33.68,1
12-Jan-01,925.07,19.69,1.71,-0.2324365,33.67,1
15-Jan-01,923.75,19.66,1.71,-0.21259,33.62,1
16-Jan-01,925.53,19.7,1.71,-0.2212354,33.69,1
17-Jan-01,928.3,19.76,1.7,-0.2210169,33.59,1
18-Jan-01,938.07,19.97,1.69,-0.2208897,33.75,1
19-Jan-01,963.5,20.51,1.64,-0.2516347,33.64,1
22-Jan-01,971.31,20.68,1.63,-0.2552532,33.71,1
23-Jan-01,973.88,20.73,1.62,-0.2583583,33.58,1
24-Jan-01,984.85,20.97,1.61,-0.2679799,33.76,1
25-Jan-01,985.55,20.98,1.6,-0.2719294,33.57,1
29-Jan-01,959.87,20.44,1.65,-0.2545032,33.73,1
30-Jan-01,987.13,21.02,1.6,-0.280885,33.63,1
31-Jan-01,981.2,20.89,1.61,-0.2751631,33.63,1
01-Feb-01,965.97,20.57,1.64,-0.267969,33.73,1
02-Feb-01,984.91,20.97,1.61,-0.2745327,33.76,1
05-Feb-01,990.83,21.1,1.6,-0.274265,33.76,1
06-Feb-01,996.85,21.22,1.59,-0.2748759,33.74,1
07-Feb-01,989.59,21.08,1.6,-0.2686062,33.73,1
08-Feb-01,1008.7,21.49,1.57,-0.2533459,33.74,1
09-Feb-01,1016.8,21.66,1.55,-0.2662274,33.57,1
12-Feb-01,1019.5,21.72,1.55,-0.2559882,33.67,1
13-Feb-01,1008.4,21.48,1.57,-0.2411741,33.72,1
14-Feb-01,1008.6,21.54,1.56,-0.2402241,33.6,1
15-Feb-01,1022.1,21.82,1.54,-0.2472948,33.6,1
16-Feb-01,992.93,21.2,1.59,-0.2133987,33.71,1
19-Feb-01,996.14,21.27,1.58,-0.2093983,33.61,1
20-Feb-01,993.53,21.21,1.59,-0.2010709,33.72,1
21-Feb-01,982.05,20.97,1.61,-0.2024846,33.76,1
22-Feb-01,967.97,20.67,1.63,-0.1992727,33.69,1
23-Feb-01,936.81,20.0,1.68,-0.1677181,33.6,0
26-Feb-01,933.79,19.94,1.69,-0.1559773,33.7,0
27-Feb-01,913.87,19.52,1.73,-0.1352599,33.77,0
28-Feb-01,950.53,20.3,1.66,-0.1517154,33.7,0
01-Mar-01,950.21,20.29,1.66,-0.1565233,33.68,1
02-Mar-01,905.3,19.33,1.74,-0.1520822,33.63,0
05-Mar-01,878.8,18.77,1.79,-0.1009103,33.6,0
07-Mar-01,891.6,19.05,1.77,-0.1058659,33.72,0
08-Mar-01,888.11,18.98,1.77,-0.1013275,33.59,0
09-Mar-01,852.54,18.22,1.85,-0.0678326,33.71,0
12-Mar-01,802.49,17.15,1.96,0.00542063,33.61,0
13-Mar-01,748.92,16.0,2.1,0.07270469,33.6,0
14-Mar-01,786.93,16.72,2.01,0.00580738,33.61,0
15-Mar-01,807.56,17.26,1.95,-0.0348705,33.66,0
16-Mar-01,791.43,16.91,1.99,-0.0083141,33.65,0
19-Mar-01,788.38,16.85,2.0,-0.0015602,33.7,0
20-Mar-01,777.44,16.61,2.03,0.02368028,33.72,0
21-Mar-01,797.18,17.04,1.98,0.00109135,33.74,0
22-Mar-01,779.68,16.66,2.02,0.00765699,33.65,0
23-Mar-01,762.25,16.29,2.07,0.03266645,33.72,0
26-Mar-01,762.07,16.29,2.07,0.0252339,33.72,0
27-Mar-01,773.96,16.54,2.04,0.00476769,33.74,0
28-Mar-01,794.66,16.98,1.98,-0.0309063,33.62,0
29-Mar-01,783.15,16.74,2.01,-0.0158973,33.65,0
30-Mar-01,754.18,16.12,2.09,0.02826911,33.69,0
02-Apr-01,739.59,15.8,2.13,0.06288619,33.65,0
03-Apr-01,747.52,15.97,2.11,0.04866759,33.7,0
04-Apr-01,738.2,15.8,2.13,0.05330534,33.65,0
06-Apr-01,734.4,15.71,2.14,0.07802288,33.62,0
09-Apr-01,732.28,15.67,2.15,0.08264598,33.69,0
10-Apr-01,715.46,15.31,2.2,0.10348587,33.68,0
11-Apr-01,686.45,14.69,2.29,0.14487581,33.64,0
12-Apr-01,662.59,14.18,2.38,0.19727131,33.75,0
16-Apr-01,681.3,14.58,2.31,0.17305152,33.68,0
17-Apr-01,698.84,14.95,2.25,0.14704367,33.64,0
18-Apr-01,731.04,15.64,2.15,0.08427719,33.63,0
19-Apr-01,748.05,16.0,2.1,0.04899405,33.6,0
20-Apr-01,754.13,16.13,2.09,0.0458409,33.71,0
23-Apr-01,754.65,16.14,2.09,0.04969191,33.73,0
24-Apr-01,763.83,16.34,2.06,0.01259443,33.66,0
25-Apr-01,767.8,16.55,1.99,0.00846575,32.93,0
26-Apr-01,757.93,16.34,2.02,0.02483079,33.01,0
27-Apr-01,724.0,15.61,2.12,0.07866022,33.09,0
30-Apr-01,746.2,16.08,2.05,0.03350308,32.96,0
02-May-01,753.2,16.23,2.03,0.02555762,32.95,0
03-May-01,750.46,16.17,2.04,0.01491085,32.99,0
04-May-01,758.1,16.34,2.02,0.01741195,33.01,0
07-May-01,767.33,16.53,2.0,0.014166,33.06,0
08-May-01,778.81,16.78,1.97,-7.7e-05,33.06,0
09-May-01,766.42,16.52,2.0,0.02267686,33.04,0
10-May-01,765.85,16.5,2.0,0.03055429,33.0,0
11-May-01,762.77,16.44,2.01,0.03917301,33.04,0
14-May-01,762.68,16.43,2.01,0.04834269,33.02,0
15-May-01,764.53,16.47,2.0,0.03455718,32.94,0
16-May-01,769.55,16.58,1.99,0.03151192,32.99,0
17-May-01,787.52,16.97,1.95,0.00511733,33.09,0
18-May-01,786.92,16.95,1.95,-0.0048544,33.05,0
21-May-01,785.31,16.99,1.96,-0.0141473,33.3,0
22-May-01,790.93,17.11,1.95,-0.0263993,33.36,0
23-May-01,799.75,17.3,1.93,-0.0540794,33.39,0
24-May-01,799.7,17.3,1.93,-0.0809679,33.39,0
25-May-01,798.19,17.27,1.93,-0.0765357,33.33,0
28-May-01,810.64,17.53,1.9,-0.101204,33.31,0
29-May-01,814.94,17.63,1.89,-0.0662503,33.32,0
30-May-01,796.37,17.23,1.94,-0.0422166,33.43,0
31-May-01,791.0,17.11,1.95,-0.0618205,33.36,0
01-Jun-01,779.72,16.87,1.98,-0.0413225,33.4,0
04-Jun-01,759.93,16.44,2.03,-0.0242522,33.37,0
05-Jun-01,751.81,16.26,2.05,-0.0163073,33.33,0
06-Jun-01,755.75,16.37,2.04,-0.0061528,33.39,0
07-Jun-01,754.39,16.34,2.04,0.00531555,33.33,0
08-Jun-01,764.4,16.56,2.02,0.00817635,33.45,0
11-Jun-01,764.83,16.56,2.01,0.00388322,33.29,0
12-Jun-01,764.29,16.55,2.02,-0.0126784,33.43,0
13-Jun-01,766.31,16.6,2.01,0.00540251,33.37,0
14-Jun-01,754.0,16.33,2.04,0.05125995,33.31,0
15-Jun-01,737.2,15.97,2.09,0.07528486,33.38,0
18-Jun-01,731.86,15.85,2.1,0.07725521,33.29,0
19-Jun-01,739.93,16.03,2.08,0.06868217,33.34,0
20-Jun-01,735.93,15.93,2.09,0.0801299,33.29,0
21-Jun-01,733.69,15.53,1.94,0.07054751,30.13,0
22-Jun-01,723.35,15.31,1.97,0.07168038,30.16,0
25-Jun-01,699.31,14.8,2.04,0.11424118,30.19,0
26-Jun-01,716.98,15.18,1.99,0.08015565,30.21,0
27-Jun-01,719.5,15.23,1.98,0.07491313,30.16,0
28-Jun-01,717.46,15.19,1.98,0.07343963,30.08,0
29-Jun-01,725.86,15.36,1.96,0.04696498,30.11,0
02-Jul-01,719.27,15.23,1.98,0.0656638,30.16,0
03-Jul-01,701.29,14.84,2.03,0.10204053,30.13,0
04-Jul-01,701.99,14.86,2.03,0.11639767,30.17,0
05-Jul-01,699.0,14.8,2.04,0.11938484,30.19,0
06-Jul-01,696.37,14.74,2.04,0.12669989,30.07,0
09-Jul-01,691.22,14.63,2.06,0.14088134,30.14,0
10-Jul-01,698.34,14.78,2.04,0.13282928,30.15,0
11-Jul-01,706.68,14.96,2.01,0.12724288,30.07,0
12-Jul-01,723.87,15.32,1.97,0.10047384,30.18,0
13-Jul-01,718.99,15.22,1.98,0.09751179,30.14,0
16-Jul-01,719.38,15.23,1.98,0.08315494,30.16,0
17-Jul-01,717.52,15.19,1.98,0.09300089,30.08,0
18-Jul-01,716.81,15.17,1.99,0.09024707,30.19,0
19-Jul-01,711.17,15.05,2.0,0.08370713,30.1,0
20-Jul-01,705.15,14.93,2.02,0.08196838,30.16,0
23-Jul-01,700.82,14.84,2.03,0.10392112,30.13,0
24-Jul-01,695.79,14.73,2.05,0.10536225,30.2,0
25-Jul-01,687.87,14.56,2.07,0.08923198,30.14,0
26-Jul-01,681.75,14.43,2.09,0.11257792,30.16,0
27-Jul-01,681.47,14.43,2.09,0.09439887,30.16,0
30-Jul-01,687.22,14.55,2.07,0.0826955,30.12,0
31-Jul-01,697.03,14.76,2.04,0.03919487,30.11,0
01-Aug-01,693.29,14.68,2.05,0.03448773,30.09,0
02-Aug-01,697.42,14.77,2.04,0.01438158,30.13,0
03-Aug-01,702.0,14.86,2.03,0.00662393,30.17,0
06-Aug-01,702.31,14.87,2.03,0.00646438,30.19,0
07-Aug-01,698.42,14.79,2.04,0.01378826,30.17,0
08-Aug-01,696.1,14.74,2.04,0.02528372,30.07,0
09-Aug-01,694.64,14.71,2.05,0.0316135,30.16,0
10-Aug-01,691.36,14.75,2.04,0.03968989,30.09,0
13-Aug-01,687.25,14.66,2.06,0.0273554,30.2,0
14-Aug-01,695.27,14.84,2.03,0.02276813,30.13,0
16-Aug-01,698.26,14.9,2.02,0.02676653,30.1,0
17-Aug-01,691.89,14.76,2.04,0.04330168,30.11,0
20-Aug-01,690.13,14.73,2.05,0.0444409,30.2,0
21-Aug-01,690.37,14.73,2.05,0.05211698,30.2,0
23-Aug-01,691.76,14.76,2.04,0.05274951,30.11,0
24-Aug-01,694.57,14.82,2.03,0.05756079,30.08,0
27-Aug-01,698.98,14.95,2.02,0.05246216,30.2,0
28-Aug-01,697.82,14.92,2.02,0.04726147,30.14,0
29-Aug-01,695.66,14.88,2.03,0.05647874,30.21,0
30-Aug-01,695.08,14.87,2.03,0.0623957,30.19,0
31-Aug-01,684.18,14.53,2.06,0.0683592,29.93,0
03-Sep-01,679.59,14.43,2.08,0.07454495,30.01,0
04-Sep-01,683.3,14.51,2.07,0.06219816,30.04,0
05-Sep-01,675.75,14.35,2.09,0.09086201,29.99,0
06-Sep-01,669.92,14.23,2.11,0.10386315,30.03,0
07-Sep-01,671.3,14.25,2.1,0.09585878,29.93,0
10-Sep-01,667.84,14.18,2.12,0.10625299,30.06,0
11-Sep-01,666.03,14.14,2.12,0.1106857,29.98,0
12-Sep-01,640.67,13.64,2.2,0.14091498,30.01,0
13-Sep-01,632.14,13.46,2.23,0.14088651,30.02,0
14-Sep-01,595.51,12.68,2.37,0.20795621,30.05,0
17-Sep-01,556.25,11.8,2.53,0.29851685,29.85,0
18-Sep-01,574.19,12.18,2.45,0.24775771,29.84,0
19-Sep-01,576.51,12.23,2.44,0.23102808,29.84,0
20-Sep-01,570.4,12.1,2.47,0.25113955,29.89,0
21-Sep-01,545.83,11.58,2.58,0.29481707,29.88,0
24-Sep-01,560.58,11.9,2.51,0.25040137,29.87,0
25-Sep-01,553.52,11.75,2.54,0.26255601,29.85,0
26-Sep-01,565.51,12.0,2.49,0.23472618,29.88,0
27-Sep-01,568.17,12.06,2.48,0.22331344,29.91,0
28-Sep-01,583.54,12.39,2.41,0.19580491,29.86,0
01-Oct-01,579.5,12.3,2.43,0.20491803,29.89,0
03-Oct-01,568.55,12.07,2.47,0.2341043,29.81,0
04-Oct-01,578.61,12.28,2.43,0.19424137,29.84,0
05-Oct-01,580.32,12.32,2.42,0.18081403,29.81,0
08-Oct-01,571.45,12.13,2.46,0.19599265,29.84,0
09-Oct-01,577.52,12.26,2.44,0.18333564,29.91,0
10-Oct-01,593.25,12.6,2.37,0.16940582,29.86,0
11-Oct-01,602.41,12.74,2.33,0.15818131,29.68,0
12-Oct-01,605.37,12.81,2.32,0.1454152,29.72,0
15-Oct-01,605.86,12.83,2.32,0.14960552,29.77,0
16-Oct-01,614.66,13.0,2.29,0.15144958,29.77,0
17-Oct-01,626.17,13.25,2.25,0.1283677,29.81,0
18-Oct-01,615.33,13.02,2.28,0.14540165,29.69,0
19-Oct-01,620.61,13.13,2.27,0.13589855,29.81,0
22-Oct-01,623.88,13.2,2.25,0.13499391,29.7,0
23-Oct-01,633.95,13.41,2.22,0.11278492,29.77,0
24-Oct-01,632.72,13.39,2.22,0.09795802,29.73,0
25-Oct-01,628.96,13.31,2.23,0.09879802,29.68,0
29-Oct-01,628.14,13.29,2.24,0.09131722,29.77,0
30-Oct-01,617.46,13.08,2.27,0.09529362,29.69,0
31-Oct-01,622.2,13.18,2.26,0.07931533,29.79,0
01-Nov-01,633.18,13.41,2.22,0.07591838,29.77,0
02-Nov-01,632.86,13.41,2.22,0.08057074,29.77,0
05-Nov-01,633.73,13.42,2.22,0.09186878,29.79,0
06-Nov-01,643.4,13.63,2.18,0.08050979,29.71,0
07-Nov-01,635.67,13.47,2.21,0.10230151,29.77,0
08-Nov-01,642.39,13.61,2.19,0.08719002,29.81,0
09-Nov-01,646.23,13.69,2.17,0.07895022,29.71,0
12-Nov-01,651.06,13.79,2.16,0.06956348,29.79,0
13-Nov-01,647.9,13.73,2.17,0.07092144,29.79,0
14-Nov-01,654.38,13.86,2.15,0.06451909,29.8,0
15-Nov-01,669.65,14.19,2.1,0.04270888,29.8,0
19-Nov-01,690.13,14.62,2.03,0.0110414,29.68,0
20-Nov-01,682.29,14.45,2.06,0.03460405,29.77,0
21-Nov-01,689.87,14.61,2.04,0.03128126,29.8,0
22-Nov-01,695.15,14.73,2.02,0.02165,29.75,0
23-Nov-01,692.34,14.67,2.03,0.02839645,29.78,0
26-Nov-01,711.21,15.07,1.97,0.01116407,29.69,0
27-Nov-01,710.04,15.04,1.98,0.02198468,29.78,0
28-Nov-01,704.32,14.92,1.99,0.03844843,29.69,0
29-Nov-01,703.2,14.9,2.0,0.0363339,29.8,0
03-Dec-01,705.46,14.94,1.99,0.04541717,29.73,0
04-Dec-01,718.88,15.23,1.95,0.03153517,29.7,0
05-Dec-01,737.99,15.63,1.9,0.02684318,29.7,0
06-Dec-01,737.17,15.62,1.9,0.01374174,29.68,0
07-Dec-01,742.79,15.7,1.88,-0.0081315,29.52,0
10-Dec-01,742.21,15.69,1.88,0.00180542,29.5,0
11-Dec-01,737.52,15.59,1.89,0.03387027,29.47,0
12-Dec-01,739.46,15.63,1.89,0.01675547,29.54,0
13-Dec-01,729.42,15.42,1.91,0.03369801,29.45,0
14-Dec-01,723.65,15.3,1.93,0.04698404,29.53,0
18-Dec-01,715.43,15.12,1.95,0.06411529,29.48,0
19-Dec-01,700.87,14.82,1.99,0.09642302,29.49,0
20-Dec-01,704.0,14.88,1.98,0.08522727,29.46,0
21-Dec-01,693.26,14.65,2.01,0.09554857,29.45,0
24-Dec-01,697.08,14.74,2.0,0.09427899,29.48,0
26-Dec-01,681.75,14.42,2.05,0.11653832,29.56,0
27-Dec-01,668.92,14.15,2.09,0.14236381,29.57,0
28-Dec-01,682.72,14.44,2.04,0.11648992,29.46,0
31-Dec-01,700.54,14.82,1.99,0.0945128,29.49,0
01-Jan-02,698.91,14.78,2.0,0.10493483,29.56,0
02-Jan-02,704.49,14.9,1.98,0.09909296,29.5,0
03-Jan-02,712.91,15.08,1.96,0.08127253,29.56,0
04-Jan-02,727.49,15.39,1.92,0.06235137,29.55,0
07-Jan-02,731.26,15.47,1.91,0.0627547,29.55,0
08-Jan-02,735.99,15.57,1.9,0.05429422,29.58,0
09-Jan-02,725.47,15.34,1.92,0.06682564,29.45,0
10-Jan-02,718.39,15.19,1.94,0.073442,29.47,0
11-Jan-02,710.05,15.02,1.96,0.0861207,29.44,0
14-Jan-02,727.37,15.38,1.92,0.06500131,29.53,0
15-Jan-02,720.77,15.25,1.94,0.08724003,29.59,0
16-Jan-02,723.13,15.29,1.93,0.06841094,29.51,0
17-Jan-02,730.86,15.49,1.91,0.05259557,29.59,0
18-Jan-02,721.05,15.28,1.93,0.07114625,29.49,0
21-Jan-02,723.38,15.33,1.93,0.07274185,29.59,0
22-Jan-02,722.27,15.31,1.93,0.0792363,29.55,0
23-Jan-02,720.93,15.28,1.93,0.0821439,29.49,0
24-Jan-02,717.55,15.21,1.94,0.08041251,29.51,0
25-Jan-02,715.58,15.16,1.95,0.08660108,29.56,0
28-Jan-02,709.86,15.05,1.96,0.09711774,29.5,0
29-Jan-02,711.21,15.11,1.96,0.08617708,29.62,0
30-Jan-02,707.12,15.03,1.97,0.07584286,29.61,0
31-Jan-02,714.52,15.18,1.95,0.04300789,29.6,0
01-Feb-02,719.08,15.28,1.94,0.04571119,29.64,0
04-Feb-02,722.84,13.79,2.59,0.03805821,35.72,0
05-Feb-02,723.78,13.75,2.59,0.03332504,35.61,0
06-Feb-02,753.15,14.31,2.49,-0.0053774,35.63,0
07-Feb-02,746.1,14.18,2.52,0.01440826,35.73,0
